000106b_,1,C,F,A,F,,,F_M
000106b_,2,C,E,G,E,,,C_M
000106b_,3,C,E,G,E,,,C_M
000106b_,4,C,F,A,F,,,F_M
000106b_,5,C,F,A,F,,,F_M
000106b_,6,D,F,A,D,,,D_m
000106b_,7,D,F,A,D,,,D_m
000106b_,8,C,F,A,A,,,F_M
000106b_,9,C,F,A,A,,,F_M
000106b_,10,D,F,Bb,Bb,,,Bb_M
000106b_,11,D,F,Bb,Bb,,,Bb_M
000106b_,12,C,D,F,A,Bb,C,Bb_M
000106b_,13,C,D,F,G,Bb,C,Bb_M
000106b_,14,D,F,Bb,D,,,Bb_M
000106b_,15,D,E,F,G,Bb,E,Bb_M
000106b_,16,C,F,A,F,,,F_M
000106b_,17,C,F,A,F,,,F_M
000106b_,18,D,F,Bb,Bb,,,Bb_M
000106b_,19,D,F,G,Bb,Bb,,Bb_M
000106b_,20,D,F,A,Bb,Bb,,Bb_M
000106b_,21,E,G,A,Bb,A,,C_V
000106b_,22,C,E,G,Bb,G,,C_V
000106b_,23,E,G,Bb,G,,,C_V
000106b_,24,C,F,A,A,,,F_M
000106b_,25,D,F,G,B,B,,F_M
000106b_,26,C,E,G,C,,,C_M
000106b_,27,C,E,G,C,,,C_M
000106b_,28,C,D,F,A,F,,D_m7
000106b_,29,D,E,F,A,B,F,D_m7
000106b_,30,D,E,F,A,F,,D_m7
000106b_,31,D,G,B,G,,,G_M
000106b_,32,C,E,G,C,,,C_M
000106b_,33,C,F,A,F,,,F_M
000106b_,34,F,A,F,,,,F_M
000106b_,35,D,F,Bb,Bb,,,Bb_M
000106b_,36,D,F,G,Bb,Bb,,Bb_M
000106b_,37,C,E,A,C,,,A_m
000106b_,38,C,E,G,A,C,,A_m
000106b_,39,D,F,A,Bb,D,,C_V
000106b_,40,C,E,G,Bb,E,,C_V
000106b_,41,C,F,A,F,,,F_M
000106b_,42,C,F,A,F,,,F_M
000106b_,43,C,F,G,C,,,C_M4
000106b_,44,C,F,G,A,C,,C_M4
000106b_,45,C,F,G,A,C,,C_M4
000106b_,46,C,E,G,Bb,C,,C_V
000106b_,47,C,E,G,Bb,C,,C_V
000106b_,48,C,E,G,Bb,C,,C_V
000106b_,49,C,F,A,F,,,F_M
000106b_,50,C,F,A,F,,,F_M
000106b_,51,C,E,G,E,,,C_M
000106b_,52,C,E,G,E,,,C_M
000106b_,53,C,F,A,F,,,F_M
000106b_,54,C,F,A,F,,,F_M
000106b_,55,D,F,A,D,,,D_m
000106b_,56,D,F,A,D,,,D_m
000106b_,57,C,F,A,A,,,F_M
000106b_,58,C,F,A,A,,,F_M
000106b_,59,D,F,Bb,Bb,,,Bb_M
000106b_,60,D,F,Bb,Bb,,,Bb_M
000106b_,61,C,D,F,A,Bb,C,Bb_M
000106b_,62,C,D,F,G,Bb,C,Bb_M
000106b_,63,D,F,Bb,D,,,Bb_M
000106b_,64,D,E,F,G,Bb,E,Bb_M
000106b_,65,C,F,A,F,,,F_M
000106b_,66,C,F,A,F,,,F_M
000106b_,67,D,F,Bb,Bb,,,Bb_M
000106b_,68,D,F,G,Bb,Bb,,Bb_M
000106b_,69,D,F,A,Bb,Bb,,Bb_M
000106b_,70,E,G,A,Bb,A,,C_V
000106b_,71,C,E,G,Bb,G,,C_V
000106b_,72,E,G,Bb,G,,,C_V
000106b_,73,C,F,A,A,,,F_M
000106b_,74,D,F,G,B,B,,F_M
000106b_,75,C,E,G,C,,,C_M
000106b_,76,C,E,G,C,,,C_M
000106b_,77,C,D,F,A,F,,D_m7
000106b_,78,D,E,F,A,B,F,D_m7
000106b_,79,D,E,F,A,F,,D_m7
000106b_,80,D,G,B,G,,,G_M
000106b_,81,C,E,G,C,,,C_M
000106b_,82,C,F,A,F,,,F_M
000106b_,83,F,A,F,,,,F_M
000106b_,84,D,F,Bb,Bb,,,Bb_M
000106b_,85,D,F,G,Bb,Bb,,Bb_M
000106b_,86,C,E,A,C,,,A_m
000106b_,87,C,E,G,A,C,,A_m
000106b_,88,D,F,A,Bb,D,,C_V
000106b_,89,C,E,G,Bb,E,,C_V
000106b_,90,C,F,A,F,,,F_M
000106b_,91,C,F,A,F,,,F_M
000106b_,92,C,F,G,C,,,C_M4
000106b_,93,C,F,G,A,C,,C_M4
000106b_,94,C,F,G,A,C,,C_M4
000106b_,95,C,E,G,Bb,C,,C_V
000106b_,96,C,E,G,Bb,C,,C_V
000106b_,97,C,E,G,Bb,C,,C_V
000106b_,98,C,F,A,F,,,F_M
000106b_,99,C,E,G,E,,,C_M
000106b_,100,C,E,G,E,,,C_M
000106b_,101,C,E,G,E,,,C_M
000106b_,102,C,E,G,E,,,C_M
000106b_,103,C,E,G,E,,,C_M
000106b_,104,C,E,G,E,,,C_M
000106b_,105,C,E,G,E,,,C_M
000106b_,106,C,F,A,F,,,F_M
000106b_,107,C,F,G,C,,,C_M4
000106b_,108,C,F,C,,,,C_M4
000106b_,109,C,E,G,C,,,C_M4
000106b_,110,C,D,A,C,,,C_M4
000106b_,111,C,E,G,C,,,C_M
000106b_,112,C,F,A,F,,,F_M
000106b_,113,C,F,A,F,,,F_M
000106b_,114,C,F,G,A,G,,F_M
000106b_,115,C,F,A,A,,,F_M
000106b_,116,C,F,A,F,,,F_M
000106b_,117,C,E,G,C,,,C_M
000106b_,118,C,D,E,G,Bb,D,C_M
000106b_,119,C,D,E,G,A,D,C_M
000106b_,120,C,E,G,Bb,E,,C_V
000106b_,121,C,E,G,C,,,C_V
000106b_,122,C,E,G,Bb,C,,C_V
000106b_,123,C,F,A,F,,,F_M
000106b_,124,C,F,G,A,G,,F_M
000106b_,125,C,F,A,A,,,F_M
000106b_,126,C,F,A,F,,,F_M
000106b_,127,C,E,G,C,,,C_M
000106b_,128,C,E,G,C,,,C_M
000106b_,129,C,F,A,Bb,Bb,,F_M
000106b_,130,C,F,A,A,,,F_M
000106b_,131,D,G,Bb,G,,,G_m
000106b_,132,D,F,G,Bb,G,,G_m
000106b_,133,D,E,G,Bb,G,,G_m
000106b_,134,D,F,A,D,,,D_m
000106b_,135,C,D,E,F,A,C,D_m
000106b_,136,D,F,G,Bb,Bb,,G_m
000106b_,137,D,F,G,Bb,Bb,,G_m
000106b_,138,C,E,G,C,,,C_M
000106b_,139,C,E,G,C,,,C_M
000106b_,140,C,E,G,C,,,C_M
000106b_,141,C,F,A,F,,,F_M
000106b_,142,D,F,A,D,,,D_m
000106b_,143,D,F,G,A,D,,D_m
000106b_,144,D,F,A,F,,,D_m
000106b_,145,D,F,A,Bb,F,,D_m
000106b_,146,C,E,A,A,,,A_m
000106b_,147,C,E,G,A,A,,A_m
000106b_,148,C,D,F,Bb,Bb,,Bb_M
000106b_,149,D,F,Bb,D,,,Bb_M
000106b_,150,C,F,Bb,F,,,F_M
000106b_,151,C,F,A,F,,,F_M
000106b_,152,F,G,A,Bb,G,,C_V
000106b_,153,E,G,Bb,G,,,C_V
000106b_,154,C,G,A,A,,,F_M
000106b_,155,D,F,A,D,,,F_M
000106b_,156,D,F,G,B,B,,G_V
000106b_,157,D,F,G,B,B,,G_V
000106b_,158,C,E,G,C,,,C_M
000106b_,159,C,E,F,G,C,,C_M
000106b_,160,C,E,G,C,,,C_M
000106b_,161,C,E,G,C,,,C_M
000106b_,162,C,F,A,F,,,F_M
000206b_,1,D,F#,A,D,,,D_M
000206b_,2,D,G,Bb,G,,,G_m
000206b_,3,C,F#,A,A,,,F#_d
000206b_,4,D,G,Bb,Bb,,,G_m
000206b_,5,D,G,A,Bb,A,,G_m
000206b_,6,D,G,Bb,G,,,G_m
000206b_,7,D,F#,A,F#,,,D_M
000206b_,8,C,D,F#,A,F#,,D_M
000206b_,9,D,G,Bb,G,,,G_m
000206b_,10,D,F#,A,D,,,D_M
000206b_,11,C,Eb,Ab,C,,,Ab_M
000206b_,12,C#,E,G,Bb,C#,,C#_d7
000206b_,13,D,F#,A,D,,,D_M
000206b_,14,C,D,F#,A,D,,D_M
000206b_,15,C#,E,G,Bb,E,,C#_d7
000206b_,16,C,D,F#,A,F#,,D_V
000206b_,17,D,G,Bb,G,,,G_m
000206b_,18,D,F#,A,D,,,D_M
000206b_,19,D,A,D,,,,D_M
000206b_,20,C,D,A,D,,,D_M
000206b_,21,D,G,Bb,G,,,G_m
000206b_,22,D,F#,A,D,,,D_M
000206b_,23,D,G,Bb,G,,,G_m
000206b_,24,C,F#,A,A,,,F#_d
000206b_,25,D,G,Bb,Bb,,,G_m
000206b_,26,D,G,A,Bb,A,,G_m
000206b_,27,D,G,Bb,G,,,G_m
000206b_,28,D,F#,A,F#,,,D_M
000206b_,29,C,D,F#,A,F#,,D_M
000206b_,30,D,G,Bb,G,,,G_m
000206b_,31,D,F#,A,D,,,D_M
000206b_,32,C,Eb,Ab,C,,,Ab_M
000206b_,33,C#,E,G,Bb,C#,,C#_d7
000206b_,34,D,F#,A,D,,,D_M
000206b_,35,C,D,F#,A,D,,D_M
000206b_,36,C#,E,G,Bb,E,,C#_d7
000206b_,37,C,D,F#,A,F#,,D_V
000206b_,38,D,G,Bb,G,,,G_m
000206b_,39,D,F#,A,D,,,D_M
000206b_,40,D,A,D,,,,D_M
000206b_,41,C,D,A,D,,,D_M
000206b_,42,D,G,Bb,G,,,G_m
000206b_,43,D,G,Bb,G,,,G_m
000206b_,44,C#,E,A,C#,,,A_M
000206b_,45,D,F,A,D,,,D_m
000206b_,46,C#,E,A,A,,,A_M
000206b_,47,C#,E,G,A,G,,A_M
000206b_,48,D,F,A,F,,,D_m
000206b_,49,D,E,A,E,,,D_m
